chkd_n_2,chkd_n_3,chkd_n_5,chkd_n_7,chkd_n_8,chkd_n_9,chkd_s_1,chkd_s_2,chkd_s_5,chkd_s_6,chkd_s_8,chkd_s_9,prth_p_2,prth_p_3,prth_p_4,trqt_n_1,trqt_n_2,trqt_n_4,trqt_n_5,trqt_n_6,trqt_n_8,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_8,trqt_s_9
0.46153846153846156,0.52,0.5483870967741935,0.6521739130434783,0.3548387096774194,0.45,0.2,0.3076923076923077,0.15384615384615385,0.4,0,0.21428571428571427,0.8181818181818182,0.7647058823529411,0.8333333333333334,0.5714285714285714,0.6585365853658537,0.47368421052631576,0.4666666666666667,0.6571428571428571,0.5172413793103449,0.5862068965517241,0.7241379310344828,0.6774193548387096,0.6774193548387096,0.6,0.7333333333333333
0.3333333333333333,0.4482758620689655,0.42857142857142855,0.48148148148148145,0.2571428571428571,0.5,0.2413793103448276,0.4666666666666667,0.26666666666666666,0.4166666666666667,0.21428571428571427,0,0.7837837837837838,0.7894736842105263,0.85,0.5217391304347826,0.6,0.47619047619047616,0.47058823529411764,0.5897435897435898,0.5151515151515151,0.5151515151515151,0.6363636363636364,0.6,0.6,0.5882352941176471,0.7058823529411765
0.7714285714285715,0.7058823529411765,0.75,0.75,0.75,0.7551020408163265,0.7647058823529411,0.7142857142857143,0.8285714285714286,0.8620689655172413,0.8181818181818182,0.7837837837837838,0,0.4418604651162791,0.28888888888888886,0.7254901960784313,0.72,0.6170212765957447,0.7948717948717948,0.7727272727272727,0.631578947368421,0.7894736842105263,0.7368421052631579,0.75,0.7,0.7948717948717948,0.7948717948717948
0.7777777777777778,0.6571428571428571,0.7073170731707317,0.8181818181818182,0.7073170731707317,0.72,0.7142857142857143,0.6666666666666666,0.7777777777777778,0.7333333333333333,0.7647058823529411,0.7894736842105263,0.4418604651162791,0,0.391304347826087,0.6923076923076923,0.7254901960784313,0.5833333333333334,0.75,0.7333333333333333,0.5384615384615384,0.7435897435897436,0.6923076923076923,0.7073170731707317,0.6585365853658537,0.65,0.65
0.7368421052631579,0.6756756756756757,0.7209302325581395,0.8285714285714286,0.7674418604651163,0.7692307692307693,0.7837837837837838,0.7368421052631579,0.8421052631578947,0.8125,0.8333333333333334,0.85,0.28888888888888886,0.391304347826087,0,0.7407407407407407,0.7735849056603774,0.68,0.8095238095238095,0.7872340425531915,0.7073170731707317,0.8048780487804879,0.7560975609756098,0.7674418604651163,0.7674418604651163,0.7142857142857143,0.7619047619047619
0.6363636363636364,0.4883720930232558,0.5510204081632653,0.7560975609756098,0.5510204081632653,0.6206896551724138,0.4883720930232558,0.5,0.5454545454545454,0.5789473684210527,0.5714285714285714,0.5217391304347826,0.7254901960784313,0.6923076923076923,0.7407407407407407,0,0.288135593220339,0.42857142857142855,0.2916666666666667,0.5471698113207547,0.40425531914893614,0.44680851063829785,0.48936170212765956,0.3877551020408163,0.42857142857142855,0.4583333333333333,0.375
0.7674418604651163,0.6190476190476191,0.625,0.85,0.6666666666666666,0.7543859649122807,0.5714285714285714,0.5348837209302325,0.627906976744186,0.6756756756756757,0.6585365853658537,0.6,0.72,0.7254901960784313,0.7735849056603774,0.288135593220339,0,0.5272727272727272,0.3191489361702128,0.3076923076923077,0.5652173913043478,0.34782608695652173,0.391304347826087,0.25,0.3333333333333333,0.40425531914893614,0.3617021276595745
0.6,0.48717948717948717,0.4666666666666667,0.7297297297297297,0.4222222222222222,0.5185185185185185,0.38461538461538464,0.55,0.4,0.5882352941176471,0.47368421052631576,0.47619047619047616,0.6170212765957447,0.5833333333333334,0.68,0.42857142857142855,0.5272727272727272,0,0.45454545454545453,0.5918367346938775,0.3488372093023256,0.5348837209302325,0.5348837209302325,0.5555555555555556,0.5555555555555556,0.5454545454545454,0.5454545454545454
0.625,0.5483870967741935,0.5675675675675675,0.7931034482758621,0.5675675675675675,0.6521739130434783,0.3548387096774194,0.375,0.375,0.46153846153846156,0.4666666666666667,0.47058823529411764,0.7948717948717948,0.75,0.8095238095238095,0.2916666666666667,0.3191489361702128,0.45454545454545453,0,0.5121951219512195,0.4857142857142857,0.42857142857142855,0.4857142857142857,0.35135135135135137,0.35135135135135137,0.3888888888888889,0.3333333333333333
0.7297297297297297,0.6111111111111112,0.6666666666666666,0.8235294117647058,0.7142857142857143,0.7647058823529411,0.5555555555555556,0.6216216216216216,0.6216216216216216,0.6129032258064516,0.6571428571428571,0.5897435897435898,0.7727272727272727,0.7333333333333333,0.7872340425531915,0.5471698113207547,0.3076923076923077,0.5918367346938775,0.5121951219512195,0,0.65,0.25,0.3,0.38095238095238093,0.5238095238095238,0.3170731707317073,0.5609756097560976
0.5483870967741935,0.3333333333333333,0.3888888888888889,0.6428571428571429,0.4444444444444444,0.5555555555555556,0.5333333333333333,0.4838709677419355,0.6129032258064516,0.36,0.5172413793103449,0.5151515151515151,0.631578947368421,0.5384615384615384,0.7073170731707317,0.40425531914893614,0.5652173913043478,0.3488372093023256,0.4857142857142857,0.65,0,0.5882352941176471,0.5882352941176471,0.6666666666666666,0.6111111111111112,0.6571428571428571,0.6
0.7419354838709677,0.6,0.6111111111111112,0.8571428571428571,0.6666666666666666,0.7777777777777778,0.4666666666666667,0.5483870967741935,0.4838709677419355,0.52,0.5862068965517241,0.5151515151515151,0.7894736842105263,0.7435897435897436,0.8048780487804879,0.44680851063829785,0.34782608695652173,0.5348837209302325,0.42857142857142855,0.25,0.5882352941176471,0,0.11764705882352941,0.2222222222222222,0.3888888888888889,0.14285714285714285,0.37142857142857144
0.8064516129032258,0.6,0.5555555555555556,0.9285714285714286,0.6666666666666666,0.7777777777777778,0.6,0.6774193548387096,0.6129032258064516,0.6,0.7241379310344828,0.6363636363636364,0.7368421052631579,0.6923076923076923,0.7560975609756098,0.48936170212765956,0.391304347826087,0.5348837209302325,0.4857142857142857,0.3,0.5882352941176471,0.11764705882352941,0,0.2777777777777778,0.3333333333333333,0.2571428571428571,0.3142857142857143
0.8181818181818182,0.6875,0.6842105263157895,0.8666666666666667,0.6842105263157895,0.7872340425531915,0.5,0.45454545454545453,0.5151515151515151,0.6296296296296297,0.6774193548387096,0.6,0.75,0.7073170731707317,0.7674418604651163,0.3877551020408163,0.25,0.5555555555555556,0.35135135135135137,0.38095238095238093,0.6666666666666666,0.2222222222222222,0.2777777777777778,0,0.21052631578947367,0.24324324324324326,0.24324324324324326
0.8181818181818182,0.6875,0.631578947368421,0.9333333333333333,0.6842105263157895,0.7446808510638298,0.5625,0.5757575757575758,0.5757575757575758,0.7037037037037037,0.6774193548387096,0.6,0.7,0.6585365853658537,0.7674418604651163,0.42857142857142855,0.3333333333333333,0.5555555555555556,0.35135135135135137,0.5238095238095238,0.6111111111111112,0.3888888888888889,0.3333333333333333,0.21052631578947367,0,0.4594594594594595,0.13513513513513514
0.75,0.6129032258064516,0.6756756756756757,0.7931034482758621,0.6756756756756757,0.7391304347826086,0.41935483870967744,0.4375,0.4375,0.5384615384615384,0.6,0.5882352941176471,0.7948717948717948,0.65,0.7142857142857143,0.4583333333333333,0.40425531914893614,0.5454545454545454,0.3888888888888889,0.3170731707317073,0.6571428571428571,0.14285714285714285,0.2571428571428571,0.24324324324324326,0.4594594594594595,0,0.3888888888888889
0.875,0.6774193548387096,0.6216216216216216,1,0.7297297297297297,0.782608695652174,0.6129032258064516,0.5625,0.625,0.6923076923076923,0.7333333333333333,0.7058823529411765,0.7948717948717948,0.65,0.7619047619047619,0.375,0.3617021276595745,0.5454545454545454,0.3333333333333333,0.5609756097560976,0.6,0.37142857142857144,0.3142857142857143,0.24324324324324326,0.13513513513513514,0.3888888888888889,0
